F:\College\College\Year 4\Graduation Project\Dataset\10th\901769244.jpg,408,209,853,580,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\901769244.jpg,551,310,969,732,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902034032.jpg,611,197,866,632,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902034032.jpg,37,467,722,1008,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902381412.jpg,227,54,593,500,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902381412.jpg,361,146,883,833,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902462095.jpg,288,508,671,949,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902462095.jpg,404,202,1048,842,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902527248.jpg,274,143,605,592,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902527248.jpg,244,485,924,934,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902546282.jpg,576,397,1024,721,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902546282.jpg,204,57,887,617,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902584634.jpg,394,409,599,825,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902584634.jpg,421,548,722,993,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902676506.jpg,398,9,980,686,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\902676506.jpg,197,552,615,761,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903002721.jpg,587,303,999,498,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903002721.jpg,194,8,764,689,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903113486.jpg,489,520,830,968,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903113486.jpg,622,103,827,520,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903247184.jpg,274,302,958,786,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903247184.jpg,90,499,507,706,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903252780.jpg,74,231,694,891,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903252780.jpg,360,414,807,778,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903372841.jpg,149,591,534,1032,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903372841.jpg,211,46,561,493,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903447085.jpg,170,24,823,653,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903447085.jpg,561,262,982,680,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903531126.jpg,313,260,757,635,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903531126.jpg,111,611,532,826,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903598392.jpg,210,530,651,913,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903598392.jpg,559,103,933,764,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903603509.jpg,153,219,837,766,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903603509.jpg,485,168,915,575,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903680885.jpg,564,605,1008,899,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903680885.jpg,390,123,834,417,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903812295.jpg,340,431,610,869,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903812295.jpg,129,521,533,953,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903900754.jpg,230,324,705,1008,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\903900754.jpg,519,539,963,912,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904231985.jpg,235,245,901,854,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904231985.jpg,544,526,843,971,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904355901.jpg,499,331,919,1004,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904355901.jpg,403,572,600,985,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904447784.jpg,162,128,579,550,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904447784.jpg,516,172,864,620,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904469025.jpg,261,263,750,948,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904469025.jpg,425,341,866,728,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904472955.jpg,563,197,934,641,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904472955.jpg,354,349,1038,905,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904485267.jpg,150,548,444,992,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\904485267.jpg,566,436,1014,770,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905083222.jpg,258,175,941,730,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905087536.jpg,294,145,933,463,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905087536.jpg,507,239,783,679,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905318149.jpg,457,75,999,760,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905461033.jpg,19,210,692,806,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905461033.jpg,481,86,997,772,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905461164.jpg,386,329,826,605,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905461164.jpg,499,70,885,511,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905507898.jpg,13,449,664,796,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905507898.jpg,317,536,630,983,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905551677.jpg,335,357,763,766,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905551677.jpg,479,103,915,498,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905623940.jpg,266,611,896,907,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905623940.jpg,338,343,782,720,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905714041.jpg,396,353,1037,673,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905714041.jpg,221,107,590,766,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905816684.jpg,248,7,586,655,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905863683.jpg,134,99,579,470,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905863683.jpg,91,324,655,1006,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905904013.jpg,90,247,536,557,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\905904013.jpg,188,400,548,847,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906156332.jpg,110,157,550,543,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906156332.jpg,506,205,731,629,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906248535.jpg,305,125,753,457,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906248535.jpg,602,94,879,535,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906362482.jpg,179,190,764,866,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906362482.jpg,467,300,906,572,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906731002.jpg,150,173,575,400,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906731002.jpg,343,337,578,765,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906738589.jpg,110,350,775,963,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906738589.jpg,533,591,968,988,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906756047.jpg,352,238,1024,649,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906756047.jpg,624,548,860,977,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906798284.jpg,299,64,797,750,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\906798284.jpg,298,394,557,829,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907072524.jpg,219,71,635,494,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907072524.jpg,542,333,907,779,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907143897.jpg,126,587,794,985,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907143897.jpg,490,422,917,653,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907193883.jpg,153,149,804,498,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907193883.jpg,444,315,1007,998,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907320725.jpg,408,562,822,761,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907320725.jpg,76,159,519,539,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907412519.jpg,537,120,843,755,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907416325.jpg,517,561,840,1008,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907416325.jpg,381,569,684,1015,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907418197.jpg,320,244,999,819,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907418197.jpg,220,166,521,611,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907491737.jpg,113,576,790,1010,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907491737.jpg,245,215,603,662,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907675188.jpg,549,170,970,386,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907675188.jpg,370,541,612,972,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907760057.jpg,248,193,911,809,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907760057.jpg,462,461,783,908,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907933898.jpg,283,655,708,881,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\907933898.jpg,572,582,992,797,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908010541.jpg,381,400,825,776,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908010541.jpg,292,487,689,923,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908072383.jpg,252,161,649,829,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908216854.jpg,375,245,993,907,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908216854.jpg,524,170,938,594,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908270541.jpg,307,106,623,745,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908280208.jpg,166,132,852,665,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908287801.jpg,592,600,1031,871,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908287801.jpg,89,58,768,505,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908352920.jpg,259,192,667,622,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908352920.jpg,225,483,647,901,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908424949.jpg,459,515,833,959,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908424949.jpg,554,164,969,588,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908427284.jpg,367,417,573,834,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908427284.jpg,89,154,752,536,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908435872.jpg,304,214,978,808,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908435872.jpg,169,209,612,588,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908507133.jpg,219,471,891,883,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908507133.jpg,355,287,770,489,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908557772.jpg,544,439,981,703,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908557772.jpg,212,411,631,831,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908683990.jpg,218,48,757,733,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908683990.jpg,271,406,477,823,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908721501.jpg,465,190,826,636,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908721501.jpg,161,306,581,725,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908747809.jpg,272,271,613,719,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908747809.jpg,548,324,868,771,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908875271.jpg,266,263,713,581,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908875271.jpg,18,455,686,853,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908968448.jpg,390,549,810,968,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\908968448.jpg,67,344,502,740,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909054153.jpg,428,152,869,535,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909054153.jpg,334,512,782,831,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909149233.jpg,440,25,908,708,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909149233.jpg,12,419,698,934,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909172383.jpg,68,182,619,866,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909172383.jpg,344,322,760,526,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909243041.jpg,362,35,974,699,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909243041.jpg,230,320,633,990,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909277241.jpg,573,503,783,921,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909277241.jpg,109,511,490,954,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909303067.jpg,563,309,1011,638,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909303067.jpg,38,80,706,479,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909452351.jpg,90,531,775,1064,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909452351.jpg,473,209,775,842,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909523809.jpg,238,491,669,897,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909523809.jpg,184,143,870,674,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909637108.jpg,39,331,607,1013,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909637108.jpg,412,568,859,927,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909709069.jpg,67,288,512,590,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909709069.jpg,166,517,848,979,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909730219.jpg,230,492,903,911,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909738616.jpg,529,53,885,501,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909738616.jpg,210,330,813,999,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909767325.jpg,433,579,810,1022,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909767325.jpg,63,259,729,650,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909811192.jpg,346,492,741,929,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909811192.jpg,316,121,562,553,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909854148.jpg,583,184,959,845,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909867392.jpg,154,406,473,853,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909867392.jpg,547,603,976,1012,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909914153.jpg,129,484,811,1048,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909914153.jpg,261,469,530,908,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909931129.jpg,164,277,547,718,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909931129.jpg,148,595,594,960,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909959639.jpg,223,401,666,691,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\909959639.jpg,454,322,886,726,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910004669.jpg,511,148,830,789,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910004669.jpg,55,575,488,977,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910057017.jpg,319,432,703,873,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910133282.jpg,316,348,947,644,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910133282.jpg,243,268,597,715,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910193027.jpg,169,112,617,465,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910193027.jpg,677,132,867,542,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910522305.jpg,565,507,1009,884,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910522305.jpg,475,429,896,646,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910730309.jpg,291,193,932,837,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910730309.jpg,231,337,614,778,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910732390.jpg,294,269,793,954,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910873718.jpg,187,68,423,496,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\910873718.jpg,494,406,924,812,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911243210.jpg,76,224,754,664,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911243210.jpg,384,298,829,666,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911506588.jpg,304,79,686,742,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911506588.jpg,121,410,569,742,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911664520.jpg,377,555,788,983,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911664520.jpg,146,460,396,893,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911680245.jpg,301,412,650,860,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911680245.jpg,433,1,968,687,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911744009.jpg,407,316,1040,967,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911744009.jpg,164,112,684,799,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911785499.jpg,240,168,812,848,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911785499.jpg,284,649,727,938,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911810178.jpg,62,564,509,879,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911810178.jpg,349,363,1022,780,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911812331.jpg,278,259,657,702,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911812331.jpg,472,132,838,578,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911835088.jpg,477,148,1010,834,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911835088.jpg,430,281,727,726,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911868430.jpg,82,204,763,771,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\911868430.jpg,561,398,894,1044,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912124931.jpg,419,156,997,834,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912344544.jpg,25,557,670,888,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912344544.jpg,471,235,703,662,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912372253.jpg,445,221,879,475,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912372253.jpg,266,295,650,736,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912436990.jpg,203,251,530,895,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912436990.jpg,324,524,1008,1073,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912583942.jpg,196,155,625,563,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912583942.jpg,324,513,703,956,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912786769.jpg,554,355,913,802,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912786769.jpg,274,280,542,718,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912833040.jpg,381,9,737,663,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\912833040.jpg,95,194,536,579,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913085661.jpg,428,434,872,733,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913085661.jpg,560,566,999,837,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913259729.jpg,516,128,947,533,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913259729.jpg,377,420,762,861,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913563666.jpg,499,110,827,558,50Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913563666.jpg,402,506,848,870,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913671142.jpg,198,374,546,1025,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913671142.jpg,445,272,759,719,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913747170.jpg,449,325,883,725,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913747170.jpg,315,92,642,540,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913753102.jpg,342,36,817,720,20Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913927015.jpg,235,238,566,686,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913927015.jpg,412,499,831,710,5Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913950940.jpg,493,346,807,793,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\913950940.jpg,118,222,497,884,10Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\914215641.jpg,20,282,706,785,100Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\914215641.jpg,293,516,684,955,200Egp
F:\College\College\Year 4\Graduation Project\Dataset\10th\914323785.jpg,494,366,758,803,5Egp
